customerid,recency,frequency,monetary,R,F,M,RFMgroup,RFMScore,loyalty
14138.0,-29,47,982.3800000000002,1,2,2,122,5,Platinum
14139.0,16,26,415.81999999999994,2,3,3,233,8,Gold
14140.0,-27,66,935.05,1,2,2,122,5,Platinum
14141.0,-28,40,915.1300000000001,1,3,2,132,6,Gold
14142.0,343,22,311.81,4,3,3,433,10,Silver
14143.0,103,7,115.8,3,4,4,344,11,Bronze
14145.0,16,11,3742.2,2,4,1,241,7,Gold
14146.0,-22,210,4191.0,1,1,1,111,3,Platinum
14147.0,48,5,483.4,3,4,3,343,10,Silver
14148.0,203,3,157.2,4,4,4,444,12,Bronze
14149.0,190,28,446.62000000000006,4,3,3,433,10,Silver
14150.0,5,26,658.64,2,3,2,232,7,Gold
14152.0,45,49,621.29,3,2,3,323,8,Gold
14154.0,209,52,1345.62,4,2,2,422,8,Gold
14155.0,236,6,118.75,4,4,4,444,12,Bronze
14157.0,-11,48,432.88,2,2,3,223,7,Gold
14158.0,10,41,507.65999999999997,2,3,3,233,8,Gold
14159.0,-11,1204,4693.01,2,1,1,211,4,Platinum
14161.0,185,108,1110.52,4,1,2,412,7,Gold
14162.0,143,25,289.36,4,3,4,434,11,Bronze
14163.0,57,52,2445.9100000000003,3,2,1,321,6,Gold
14164.0,40,29,1631.7700000000004,3,3,1,331,7,Gold
14165.0,245,25,122.54,4,3,4,434,11,Bronze
14167.0,9,52,574.84,2,2,3,223,7,Gold
14171.0,68,58,363.79,3,2,3,323,8,Gold
14173.0,-20,29,450.8400000000001,1,3,3,133,7,Gold
14174.0,3,26,134.46,2,3,4,234,9,Silver
14175.0,29,149,3222.3,3,1,1,311,5,Platinum
14176.0,267,31,576.9,4,3,3,433,10,Silver
14177.0,56,42,559.4100000000001,3,2,3,323,8,Gold
14178.0,-22,327,1620.9300000000003,1,1,1,111,3,Platinum
14179.0,10,165,719.78,2,1,2,212,5,Platinum
14180.0,-20,240,4748.52,1,1,1,111,3,Platinum
14184.0,36,24,452.89,3,3,3,333,9,Silver
14185.0,301,3,197.65,4,4,4,444,12,Bronze
14188.0,0,65,2054.36,2,2,1,221,5,Platinum
14189.0,-28,265,4654.08,1,1,1,111,3,Platinum
14191.0,-29,259,4684.76,1,1,1,111,3,Platinum
14193.0,37,42,853.3900000000001,3,2,2,322,7,Gold
14194.0,-26,579,11349.52,1,1,1,111,3,Platinum
14195.0,171,7,1011.9999999999998,4,4,2,442,10,Silver
14196.0,76,6,335.52,3,4,3,343,10,Silver
14198.0,-12,39,701.4,2,3,2,232,7,Gold
14199.0,188,2,185.39999999999998,4,4,4,444,12,Bronze
14201.0,30,37,747.4400000000002,3,3,2,332,8,Gold
14204.0,-28,44,161.02999999999994,1,2,4,124,7,Gold
14205.0,-14,24,466.70000000000005,1,3,3,133,7,Gold
14206.0,209,20,328.15999999999997,4,3,3,433,10,Silver
14208.0,64,10,151.73999999999998,3,4,4,344,11,Bronze
14209.0,-20,87,2073.4300000000003,1,2,1,121,4,Platinum
14210.0,75,102,1905.8400000000001,3,1,1,311,5,Platinum
14211.0,23,112,2241.1000000000004,3,1,1,311,5,Platinum
14212.0,59,9,1070.48,3,4,2,342,9,Silver
14214.0,0,67,1004.3800000000001,2,2,2,222,6,Gold
14215.0,-19,108,1789.72,1,1,1,111,3,Platinum
14216.0,-27,59,1839.3000000000002,1,2,1,121,4,Platinum
14217.0,-29,100,2004.9799999999998,1,1,1,111,3,Platinum
14218.0,12,12,169.48000000000002,2,4,4,244,10,Silver
14219.0,-26,7,89.94,1,4,4,144,9,Silver
14220.0,217,21,632.3999999999999,4,3,3,433,10,Silver
14221.0,12,193,3432.8,2,1,1,211,4,Platinum
14222.0,147,41,683.1700000000001,4,3,2,432,9,Silver
14223.0,62,60,991.1300000000001,3,2,2,322,7,Gold
14224.0,80,118,1050.1200000000001,3,1,2,312,6,Gold
14226.0,-2,67,2232.19,2,2,1,221,5,Platinum
14227.0,-4,175,3350.96,2,1,1,211,4,Platinum
14229.0,21,40,1547.2,3,3,2,332,8,Gold
14231.0,153,50,925.71,4,2,2,422,8,Gold
14232.0,12,115,2048.07,2,1,1,211,4,Platinum
14233.0,19,35,1462.7200000000003,2,3,2,232,7,Gold
14234.0,-8,159,775.4600000000003,2,1,2,212,5,Platinum
14235.0,45,79,3144.86,3,2,1,321,6,Gold
14236.0,50,15,490.86,3,4,3,343,10,Silver
14237.0,343,9,161.00000000000003,4,4,4,444,12,Bronze
14238.0,296,8,146.85,4,4,4,444,12,Bronze
14239.0,13,112,2380.8500000000004,2,1,1,211,4,Platinum
14240.0,0,42,890.3400000000001,2,2,2,222,6,Gold
14241.0,153,10,213.70000000000005,4,4,4,444,12,Bronze
14242.0,204,16,280.55,4,4,4,444,12,Bronze
14243.0,-22,141,2588.7699999999995,1,1,1,111,3,Platinum
14245.0,189,108,1693.4499999999998,4,1,1,411,6,Gold
14246.0,80,75,1474.0600000000002,3,2,2,322,7,Gold
14247.0,248,20,136.76999999999998,4,3,4,434,11,Bronze
14248.0,288,8,302.58,4,4,3,443,11,Bronze
14250.0,-23,111,1904.05,1,1,1,111,3,Platinum
14251.0,-29,78,2879.7,1,2,1,121,4,Platinum
14256.0,230,53,969.06,4,2,2,422,8,Gold
14257.0,34,106,3099.7200000000003,3,1,1,311,5,Platinum
14258.0,-21,111,12669.98,1,1,1,111,3,Platinum
14259.0,111,5,120.0,3,4,4,344,11,Bronze
14261.0,20,52,1163.45,2,2,2,222,6,Gold
14262.0,-22,143,2618.2299999999996,1,1,1,111,3,Platinum
14264.0,124,17,333.97,4,4,3,443,11,Bronze
14267.0,132,55,1516.24,4,2,2,422,8,Gold
14270.0,301,29,492.65,4,3,3,433,10,Silver
14271.0,195,10,112.32,4,4,4,444,12,Bronze
14272.0,43,33,437.96000000000004,3,3,3,333,9,Silver
14273.0,21,29,559.97,3,3,3,333,9,Silver
14276.0,68,64,1119.7400000000002,3,2,2,322,7,Gold
14280.0,166,8,134.04,4,4,4,444,12,Bronze
14282.0,-27,156,3729.34,1,1,1,111,3,Platinum
14284.0,0,32,595.25,2,3,3,233,8,Gold
14285.0,-9,27,1910.0100000000002,2,3,1,231,6,Gold
14286.0,-7,280,4628.75,2,1,1,211,4,Platinum
14287.0,-22,9,176.63,1,4,4,144,9,Silver
14288.0,183,16,426.6,4,4,3,443,11,Bronze
14289.0,-22,47,911.26,1,2,2,122,5,Platinum
14290.0,-19,101,2314.6499999999996,1,1,1,111,3,Platinum
14291.0,-29,237,3883.25,1,1,1,111,3,Platinum
14292.0,-23,100,4871.929999999999,1,1,1,111,3,Platinum
14293.0,-27,61,1046.56,1,2,2,122,5,Platinum
14295.0,10,5,166.2,2,4,4,244,10,Silver
14297.0,-13,62,1305.3299999999997,1,2,2,122,5,Platinum
14298.0,-22,1637,51527.299999999996,1,1,1,111,3,Platinum
14299.0,-22,143,3965.62,1,1,1,111,3,Platinum
14300.0,-12,3,43.2,2,4,4,244,10,Silver
14301.0,87,13,640.1400000000001,3,4,3,343,10,Silver
14304.0,192,17,383.45000000000005,4,4,3,443,11,Bronze
14305.0,41,105,1858.9600000000003,3,1,1,311,5,Platinum
14306.0,21,33,2093.3199999999997,3,3,1,331,7,Gold
14307.0,58,180,2995.72,3,1,1,311,5,Platinum
14309.0,-22,117,2352.53,1,1,1,111,3,Platinum
14311.0,212,20,310.26,4,3,3,433,10,Silver
14312.0,16,87,1611.59,2,2,1,221,5,Platinum
14314.0,76,8,120.0,3,4,4,344,11,Bronze
14315.0,14,101,2481.13,2,1,1,211,4,Platinum
14317.0,34,24,508.58,3,3,3,333,9,Silver
14320.0,176,31,477.78999999999996,4,3,3,433,10,Silver
14321.0,-20,123,1530.7500000000002,1,1,2,112,4,Platinum
14323.0,84,36,605.0600000000001,3,3,3,333,9,Silver
14326.0,212,8,183.85000000000002,4,4,4,444,12,Bronze
14327.0,133,12,311.65000000000003,4,4,3,443,11,Bronze
14329.0,-13,259,5014.839999999999,1,1,1,111,3,Platinum
14331.0,94,28,462.65999999999997,3,3,3,333,9,Silver
14332.0,-8,26,866.3100000000001,2,3,2,232,7,Gold
14333.0,37,15,415.2,3,4,3,343,10,Silver
14334.0,-14,162,2552.2100000000005,1,1,1,111,3,Platinum
14336.0,-14,90,1614.91,1,2,1,121,4,Platinum
14338.0,131,31,588.2199999999999,4,3,3,433,10,Silver
14339.0,212,14,309.52,4,4,3,443,11,Bronze
14340.0,188,6,134.7,4,4,4,444,12,Bronze
14341.0,15,129,2182.28,2,1,1,211,4,Platinum
14342.0,-9,21,668.5600000000002,2,3,2,232,7,Gold
14344.0,97,71,889.9300000000002,3,2,2,322,7,Gold
14345.0,8,6,108.97999999999999,2,4,4,244,10,Silver
14346.0,90,60,1021.58,3,2,2,322,7,Gold
14348.0,230,18,409.57,4,3,3,433,10,Silver
14349.0,-20,31,133.5,1,3,4,134,8,Gold
14350.0,244,18,282.92999999999995,4,3,4,434,11,Bronze
14351.0,134,1,51.0,4,4,4,444,12,Bronze
14352.0,127,47,1078.9600000000003,4,2,2,422,8,Gold
14353.0,185,6,90.6,4,4,4,444,12,Bronze
14354.0,-25,9,163.62,1,4,4,144,9,Silver
14355.0,335,11,174.4,4,4,4,444,12,Bronze
14356.0,49,33,701.23,3,3,2,332,8,Gold
14357.0,13,41,225.76999999999998,2,3,4,234,9,Silver
14359.0,-11,55,912.1800000000001,2,2,2,222,6,Gold
14360.0,1,118,2128.2300000000005,2,1,1,211,4,Platinum
14362.0,-8,41,161.2,2,3,4,234,9,Silver
14364.0,78,69,3717.35,3,2,1,321,6,Gold
14367.0,-22,524,9261.52,1,1,1,111,3,Platinum
14368.0,289,8,155.0,4,4,4,444,12,Bronze
14371.0,265,4,100.5,4,4,4,444,12,Bronze
14373.0,328,4,76.55,4,4,4,444,12,Bronze
14375.0,155,75,257.68,4,2,4,424,10,Silver
14377.0,161,11,617.05,4,4,3,443,11,Bronze
14379.0,14,46,348.1,2,2,3,223,7,Gold
14381.0,22,56,202.68,3,2,4,324,9,Silver
14382.0,-4,131,626.07,2,1,3,213,6,Gold
14383.0,8,59,1247.69,2,2,2,222,6,Gold
14385.0,-21,14,202.10999999999999,1,4,4,144,9,Silver
14386.0,266,7,142.4,4,4,4,444,12,Bronze
14387.0,2,140,1770.5600000000002,2,1,1,211,4,Platinum
14388.0,-20,186,3212.84,1,1,1,111,3,Platinum
14389.0,35,45,1043.46,3,2,2,322,7,Gold
14390.0,-20,286,4652.82,1,1,1,111,3,Platinum
14393.0,188,5,67.94999999999999,4,4,4,444,12,Bronze
14395.0,-28,350,3507.71,1,1,1,111,3,Platinum
14396.0,35,73,487.99000000000007,3,2,3,323,8,Gold
14397.0,-28,87,2612.96,1,2,1,121,4,Platinum
14400.0,119,25,574.6999999999999,4,3,3,433,10,Silver
14401.0,-26,182,4051.4799999999996,1,1,1,111,3,Platinum
14403.0,100,20,1475.8100000000002,3,3,2,332,8,Gold
14404.0,3,103,1474.32,2,1,2,212,5,Platinum
14406.0,89,8,156.75,3,4,4,344,11,Bronze
14407.0,77,73,2157.73,3,2,1,321,6,Gold
14408.0,-20,107,2606.53,1,1,1,111,3,Platinum
14409.0,41,54,2059.4500000000003,3,2,1,321,6,Gold
14410.0,62,194,1105.07,3,1,2,312,6,Gold
14411.0,280,14,1063.0,4,4,2,442,10,Silver
14412.0,12,43,770.0300000000001,2,2,2,222,6,Gold
14413.0,332,23,122.7,4,3,4,434,11,Bronze
14414.0,61,97,1496.98,3,2,2,322,7,Gold
14415.0,-29,590,5900.280000000001,1,1,1,111,3,Platinum
14416.0,-8,14,490.2200000000001,2,4,3,243,9,Silver
14418.0,-27,124,1937.25,1,1,1,111,3,Platinum
14419.0,-20,206,1058.06,1,1,2,112,4,Platinum
14420.0,69,29,387.52,3,3,3,333,9,Silver
14421.0,27,27,813.1100000000001,3,3,2,332,8,Gold
14422.0,-30,222,4263.639999999999,1,1,1,111,3,Platinum
14423.0,188,3,265.2,4,4,4,444,12,Bronze
14424.0,-13,1,322.08,1,4,3,143,8,Gold
14426.0,-7,224,4481.67,2,1,1,211,4,Platinum
14427.0,20,17,363.34000000000003,2,4,3,243,9,Silver
14428.0,-23,144,1244.83,1,1,2,112,4,Platinum
14431.0,272,17,470.36,4,4,3,443,11,Bronze
14432.0,-21,382,2255.51,1,1,1,111,3,Platinum
14434.0,-9,12,1372.8,2,4,2,242,8,Gold
14436.0,68,9,89.06,3,4,4,344,11,Bronze
14437.0,335,5,63.0,4,4,4,444,12,Bronze
14438.0,276,9,131.9,4,4,4,444,12,Bronze
14440.0,-22,55,2357.6800000000003,1,2,1,121,4,Platinum
14441.0,-30,51,1712.8900000000003,1,2,1,121,4,Platinum
14443.0,23,93,1420.2,3,2,2,322,7,Gold
14446.0,-30,293,1039.58,1,1,2,112,4,Platinum
14447.0,-12,70,1163.2300000000002,2,2,2,222,6,Gold
14448.0,-21,20,375.35,1,3,3,133,7,Gold
14449.0,-12,258,907.1,2,1,2,212,5,Platinum
14450.0,150,40,483.24999999999994,4,3,3,433,10,Silver
14451.0,30,109,662.59,3,1,2,312,6,Gold
14452.0,-20,62,264.44,1,2,4,124,7,Gold
14453.0,160,22,119.93,4,3,4,434,11,Bronze
14456.0,-25,970,3062.3999999999996,1,1,1,111,3,Platinum
14457.0,280,4,113.64,4,4,4,444,12,Bronze
14459.0,125,37,1837.92,4,3,1,431,8,Gold
14460.0,80,16,434.34000000000003,3,4,3,343,10,Silver
14461.0,118,180,2103.0599999999995,4,1,1,411,6,Gold
14462.0,36,240,2004.02,3,1,1,311,5,Platinum
14463.0,68,6,529.62,3,4,3,343,10,Silver
14465.0,216,130,1058.62,4,1,2,412,7,Gold
14466.0,-1,72,2272.4,2,2,1,221,5,Platinum
14467.0,-13,90,598.76,1,2,3,123,6,Gold
14470.0,-19,43,461.19000000000005,1,2,3,123,6,Gold
14472.0,73,281,1936.84,3,1,1,311,5,Platinum
14473.0,44,7,234.34,3,4,4,344,11,Bronze
14474.0,16,29,547.6600000000001,2,3,3,233,8,Gold
14475.0,41,42,925.8499999999999,3,2,2,322,7,Gold
14476.0,227,19,215.7,4,3,4,434,11,Bronze
14477.0,-11,10,1309.6000000000001,2,4,2,242,8,Gold
14479.0,223,18,316.24999999999994,4,3,3,433,10,Silver
14480.0,-19,13,279.05,1,4,4,144,9,Silver
14481.0,134,30,636.51,4,3,3,433,10,Silver
14482.0,-12,144,2068.15,2,1,1,211,4,Platinum
14483.0,251,9,137.1,4,4,4,444,12,Bronze
14484.0,20,14,321.92,2,4,3,243,9,Silver
14485.0,8,47,165.75,2,2,4,224,8,Gold
14487.0,-4,144,1196.33,2,1,2,212,5,Platinum
14488.0,37,46,1064.2800000000002,3,2,2,322,7,Gold
14489.0,177,30,463.38,4,3,3,433,10,Silver
14491.0,145,17,340.93,4,4,3,443,11,Bronze
14493.0,-23,120,2383.2400000000002,1,1,1,111,3,Platinum
14494.0,-5,7,139.56,2,4,4,244,10,Silver
14495.0,20,6,123.79999999999998,2,4,4,244,10,Silver
14496.0,281,19,538.8100000000001,4,3,3,433,10,Silver
14497.0,279,29,475.37,4,3,3,433,10,Silver
14498.0,12,193,1957.3200000000002,2,1,1,211,4,Platinum
14499.0,-4,194,815.3199999999999,2,1,2,212,5,Platinum
14500.0,58,7,356.85,3,4,3,343,10,Silver
14501.0,153,10,251.21,4,4,4,444,12,Bronze
14502.0,-11,624,2470.67,2,1,1,211,4,Platinum
14503.0,-27,164,3543.26,1,1,1,111,3,Platinum
14504.0,17,107,673.26,2,1,2,212,5,Platinum
14505.0,-13,799,5905.64,1,1,1,111,3,Platinum
14506.0,-13,316,2012.17,1,1,1,111,3,Platinum
14507.0,-7,96,1383.18,2,2,2,222,6,Gold
14508.0,-8,57,276.42,2,2,4,224,8,Gold
14511.0,-19,68,1314.8100000000002,1,2,2,122,5,Platinum
14512.0,157,23,275.28,4,3,4,434,11,Bronze
14513.0,70,12,455.59000000000003,3,4,3,343,10,Silver
14514.0,31,73,1055.35,3,2,2,322,7,Gold
14515.0,-13,101,2102.0899999999997,1,1,1,111,3,Platinum
14517.0,3,18,330.45000000000005,2,3,3,233,8,Gold
14518.0,34,16,174.37,3,4,4,344,11,Bronze
14520.0,-29,4,270.6,1,4,4,144,9,Silver
14522.0,-6,17,974.54,2,4,2,242,8,Gold
14523.0,78,12,241.09,3,4,4,344,11,Bronze
14524.0,1,203,1867.6800000000003,2,1,1,211,4,Platinum
14525.0,-11,291,4332.2,2,1,1,211,4,Platinum
14527.0,-28,972,8508.82,1,1,1,111,3,Platinum
14528.0,7,18,364.21999999999997,2,3,3,233,8,Gold
14529.0,30,229,620.04,3,1,3,313,7,Gold
14530.0,-5,216,2925.9100000000003,2,1,1,211,4,Platinum
14532.0,206,64,932.8500000000001,4,2,2,422,8,Gold
14533.0,-6,62,1949.7200000000003,2,2,1,221,5,Platinum
14534.0,-28,519,4447.050000000001,1,1,1,111,3,Platinum
14535.0,30,330,2864.19,3,1,1,311,5,Platinum
14536.0,229,19,171.8,4,3,4,434,11,Bronze
14537.0,27,10,355.56000000000006,3,4,3,343,10,Silver
14538.0,34,19,388.24999999999994,3,3,3,333,9,Silver
14539.0,-15,32,537.48,1,3,3,133,7,Gold
14540.0,-21,76,996.26,1,2,2,122,5,Platinum
14541.0,28,111,1461.6500000000003,3,1,2,312,6,Gold
14542.0,155,5,103.25000000000001,4,4,4,444,12,Bronze
14543.0,-2,72,3630.3300000000004,2,2,1,221,5,Platinum
14544.0,-6,114,2024.45,2,1,1,211,4,Platinum
14546.0,-25,399,2578.09,1,1,1,111,3,Platinum
14547.0,-27,366,4007.54,1,1,1,111,3,Platinum
14548.0,120,4,652.8,4,4,2,442,10,Silver
14549.0,281,56,289.24,4,2,4,424,10,Silver
14550.0,-20,48,765.62,1,2,2,122,5,Platinum
14551.0,-12,10,186.23000000000002,2,4,4,244,10,Silver
14552.0,121,58,165.07,4,2,4,424,10,Silver
14553.0,-11,113,859.2700000000001,2,1,2,212,5,Platinum
14554.0,-20,216,2381.04,1,1,1,111,3,Platinum
14555.0,27,21,324.14,3,3,3,333,9,Silver
14557.0,55,16,788.38,3,4,2,342,9,Silver
14560.0,-23,74,2237.7699999999995,1,2,1,121,4,Platinum
14561.0,45,69,1080.76,3,2,2,322,7,Gold
14562.0,-27,423,5074.77,1,1,1,111,3,Platinum
14565.0,65,127,3099.1200000000003,3,1,1,311,5,Platinum
14567.0,26,33,1530.3600000000001,3,3,2,332,8,Gold
14569.0,-29,12,227.38999999999996,1,4,4,144,9,Silver
14570.0,250,29,218.06,4,3,4,434,11,Bronze
14572.0,-27,270,2832.84,1,1,1,111,3,Platinum
14573.0,149,235,1653.42,4,1,1,411,6,Gold
14576.0,342,1,35.400000000000006,4,4,4,444,12,Bronze
14577.0,-18,123,859.7100000000002,1,1,2,112,4,Platinum
14578.0,-27,24,168.63,1,3,4,134,8,Gold
14581.0,-14,17,138.6,1,4,4,144,9,Silver
14582.0,10,6,114.11,2,4,4,244,10,Silver
14583.0,-25,330,1052.55,1,1,2,112,4,Platinum
14584.0,139,100,1042.2600000000002,4,1,2,412,7,Gold
14585.0,20,29,157.05,2,3,4,234,9,Silver
14586.0,246,19,237.36,4,3,4,434,11,Bronze
14587.0,-12,383,1601.1399999999999,2,1,1,211,4,Platinum
14589.0,341,3,39.75,4,4,4,444,12,Bronze
14591.0,-15,197,1447.14,1,1,2,112,4,Platinum
14592.0,5,164,570.4599999999999,2,1,3,213,6,Gold
14593.0,-9,152,617.99,2,1,3,213,6,Gold
14594.0,-23,53,379.8299999999999,1,2,3,123,6,Gold
14595.0,-11,102,1740.6000000000001,2,1,1,211,4,Platinum
14597.0,-19,55,883.1500000000001,1,2,2,122,5,Platinum
14598.0,14,50,221.97,2,2,4,224,8,Gold
14600.0,275,25,393.33,4,3,3,433,10,Silver
14601.0,-20,7,213.96000000000004,1,4,4,144,9,Silver
14603.0,244,2,660.0,4,4,2,442,10,Silver
14606.0,-29,2700,12156.650000000001,1,1,1,111,3,Platinum
14607.0,-15,86,16569.5,1,2,1,121,4,Platinum
14608.0,-26,20,1785.1499999999999,1,3,1,131,5,Platinum
14609.0,42,4,601.5600000000001,3,4,3,343,10,Silver
14616.0,212,3,406.08000000000004,4,4,3,443,11,Bronze
14618.0,-21,16,553.44,1,4,3,143,8,Gold
14619.0,215,20,394.43999999999994,4,3,3,433,10,Silver
14620.0,175,26,412.78000000000003,4,3,3,433,10,Silver
14621.0,-29,92,1788.3600000000004,1,2,1,121,4,Platinum
14622.0,154,21,320.58,4,3,3,433,10,Silver
14623.0,2,134,889.2499999999999,2,1,2,212,5,Platinum
14624.0,27,13,225.84999999999997,3,4,4,344,11,Bronze
14625.0,166,53,899.63,4,2,2,422,8,Gold
14626.0,-7,122,2791.27,2,1,1,211,4,Platinum
14628.0,61,24,671.9599999999999,3,3,2,332,8,Gold
14629.0,-26,152,959.01,1,1,2,112,4,Platinum
14631.0,20,41,1006.98,2,3,2,232,7,Gold
14632.0,232,8,114.56,4,4,4,444,12,Bronze
14633.0,236,20,344.9000000000001,4,3,3,433,10,Silver
14636.0,6,28,609.8500000000001,2,3,3,233,8,Gold
14638.0,20,16,443.6,2,4,3,243,9,Silver
14639.0,22,172,2984.49,3,1,1,311,5,Platinum
14640.0,-6,106,2125.08,2,1,1,211,4,Platinum
14641.0,-9,7,110.46,2,4,4,244,10,Silver
14642.0,28,2,96.12,3,4,4,344,11,Bronze
14643.0,140,31,693.81,4,3,2,432,9,Silver
14644.0,37,26,830.76,3,3,2,332,8,Gold
14645.0,126,30,597.0899999999999,4,3,3,433,10,Silver
14647.0,171,30,243.21999999999997,4,3,4,434,11,Bronze
14649.0,-26,199,1417.29,1,1,2,112,4,Platinum
14651.0,37,102,654.5999999999999,3,1,2,312,6,Gold
14652.0,47,29,114.18,3,3,4,334,10,Silver
14653.0,-29,237,1947.5499999999997,1,1,1,111,3,Platinum
14655.0,-22,49,1932.23,1,2,1,121,4,Platinum
14656.0,139,80,291.05,4,2,4,424,10,Silver
14657.0,-13,126,848.22,1,1,2,112,4,Platinum
14658.0,-25,29,247.14999999999998,1,3,4,134,8,Gold
14659.0,-22,253,2529.93,1,1,1,111,3,Platinum
14660.0,56,30,285.73999999999995,3,3,4,334,10,Silver
14661.0,-4,4,107.95,2,4,4,244,10,Silver
14662.0,-2,168,771.1700000000001,2,1,2,212,5,Platinum
14664.0,-11,99,637.8900000000001,2,2,3,223,7,Gold
14665.0,30,90,1835.6999999999998,3,2,1,321,6,Gold
14666.0,-6,14,195.25,2,4,4,244,10,Silver
14667.0,-20,573,9241.2,1,1,1,111,3,Platinum
14669.0,211,170,1269.9900000000002,4,1,2,412,7,Gold
14670.0,250,132,411.53000000000003,4,1,3,413,8,Gold
14672.0,204,61,765.55,4,2,2,422,8,Gold
14673.0,-27,74,1736.4,1,2,1,121,4,Platinum
14675.0,-14,102,604.7500000000001,1,1,3,113,5,Platinum
14676.0,1,42,2548.2400000000002,2,2,1,221,5,Platinum
14680.0,-5,258,28754.11,2,1,1,211,4,Platinum
14681.0,41,7,498.95,3,4,3,343,10,Silver
14682.0,157,2,52.0,4,4,4,444,12,Bronze
14684.0,-5,421,1236.2799999999997,2,1,2,212,5,Platinum
14687.0,76,15,628.3799999999999,3,4,3,343,10,Silver
14688.0,-23,327,5630.870000000001,1,1,1,111,3,Platinum
14689.0,178,13,112.80000000000001,4,4,4,444,12,Bronze
14690.0,14,50,371.7,2,2,3,223,7,Gold
14691.0,0,71,2114.33,2,2,1,221,5,Platinum
14692.0,107,68,591.5500000000001,3,2,3,323,8,Gold
14693.0,234,8,172.9,4,4,4,444,12,Bronze
14696.0,-26,130,2078.95,1,1,1,111,3,Platinum
14697.0,188,22,188.60999999999996,4,3,4,434,11,Bronze
14698.0,-29,210,1250.76,1,1,2,112,4,Platinum
14699.0,184,8,109.13000000000001,4,4,4,444,12,Bronze
14700.0,2,115,2235.2999999999997,2,1,1,211,4,Platinum
14701.0,-20,335,2549.37,1,1,1,111,3,Platinum
14702.0,-29,347,3292.1400000000003,1,1,1,111,3,Platinum
14703.0,-16,22,318.16999999999996,1,3,3,133,7,Gold
14704.0,-19,415,1546.9099999999999,1,1,2,112,4,Platinum
14705.0,168,1,179.0,4,4,4,444,12,Bronze
14708.0,-28,28,1126.37,1,3,2,132,6,Gold
14709.0,-15,196,4921.040000000001,1,1,1,111,3,Platinum
14710.0,-16,139,606.13,1,1,3,113,5,Platinum
14711.0,-20,357,2868.7999999999997,1,1,1,111,3,Platinum
14712.0,-1,25,917.07,2,3,2,232,7,Gold
14713.0,-21,339,2666.36,1,1,1,111,3,Platinum
14714.0,-6,10,160.19,2,4,4,244,10,Silver
14715.0,-6,71,867.3800000000001,2,2,2,222,6,Gold
14716.0,13,55,329.67999999999995,2,2,3,223,7,Gold
14719.0,-29,237,1602.13,1,1,1,111,3,Platinum
14720.0,-25,37,663.8100000000002,1,3,2,132,6,Gold
14722.0,117,29,187.92,4,3,4,434,11,Bronze
14723.0,-20,278,1158.3,1,1,2,112,4,Platinum
14725.0,-6,52,718.08,2,2,2,222,6,Gold
14727.0,244,10,268.58,4,4,4,444,12,Bronze
14729.0,343,71,313.49000000000007,4,2,3,423,9,Silver
14730.0,-29,501,2005.06,1,1,1,111,3,Platinum
14731.0,17,45,380.02000000000004,2,2,3,223,7,Gold
14732.0,-22,147,2702.49,1,1,1,111,3,Platinum
14733.0,-14,202,9585.91,1,1,1,111,3,Platinum
14735.0,-27,194,6065.6900000000005,1,1,1,111,3,Platinum
14737.0,-27,17,1164.55,1,4,2,142,7,Gold
14738.0,12,54,1314.45,2,2,2,222,6,Gold
14739.0,-26,60,3902.2799999999997,1,2,1,121,4,Platinum
14740.0,167,89,1448.2099999999998,4,2,2,422,8,Gold
14741.0,-19,59,1400.3400000000001,1,2,2,122,5,Platinum
14744.0,-14,26,1099.98,1,3,2,132,6,Gold
14745.0,82,69,1220.2600000000002,3,2,2,322,7,Gold
14747.0,219,18,328.19999999999993,4,3,3,433,10,Silver
14748.0,-1,89,1415.75,2,2,2,222,6,Gold
14752.0,13,5,389.63999999999993,2,4,3,243,9,Silver
14753.0,57,30,563.1499999999999,3,3,3,333,9,Silver
14754.0,14,41,638.05,2,3,3,233,8,Gold
14755.0,-21,235,5010.280000000001,1,1,1,111,3,Platinum
14756.0,-15,38,738.9599999999998,1,3,2,132,6,Gold
14757.0,45,19,420.50000000000006,3,3,3,333,9,Silver
14758.0,114,71,1484.06,4,2,2,422,8,Gold
14759.0,-26,102,1625.97,1,1,1,111,3,Platinum
14760.0,267,5,89.2,4,4,4,444,12,Bronze
14761.0,28,11,255.89999999999998,3,4,4,344,11,Bronze
14762.0,233,21,300.52,4,3,3,433,10,Silver
14764.0,16,6,278.3,2,4,4,244,10,Silver
14765.0,-1,39,254.11,2,3,4,234,9,Silver
14766.0,-22,135,2473.37,1,1,1,111,3,Platinum
14768.0,-13,5,192.60000000000002,1,4,4,144,9,Silver
14769.0,-28,1090,10674.75,1,1,1,111,3,Platinum
14770.0,202,52,876.42,4,2,2,422,8,Gold
14772.0,82,9,139.26,3,4,4,344,11,Bronze
14775.0,28,60,1011.8999999999999,3,2,2,322,7,Gold
14776.0,21,117,2538.2999999999997,3,1,1,311,5,Platinum
14778.0,97,35,730.8599999999999,3,3,2,332,8,Gold
14779.0,250,41,386.15,4,3,3,433,10,Silver
14780.0,24,27,447.68,3,3,3,333,9,Silver
14782.0,289,6,200.10000000000002,4,4,4,444,12,Bronze
14784.0,-4,15,289.99,2,4,4,244,10,Silver
14785.0,-20,3,77.4,1,4,4,144,9,Silver
14788.0,-23,30,679.4399999999998,1,3,2,132,6,Gold
